Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor,codigo_x,nombre_x,codigo_y,nombre_y
390000000,10958,485679,SAN,Sanisidro,5,4.0,305.0,305.0,,11334997,Unne,SAN,SAN,SAN,Santiago
423521000,11900,527423,CUR,Parcela41/ruta68,4,5.0,235.0,8000.0,,8345074,Italprop Propiedades,CUR,CUR,CUR,Curacaví
169052500,4750,210526,PUE,PasajeLosHualos,3,2.0,75.0,200.0,5.0,8936753,Corredores Independientes,PUE,PUE,PUE,Puente Alto
281161000,7900,350138,BUI,SimonReyes/Villaseca,4,4.0,137.0,458.0,1.0,3138823,Procasa Felipe Acosta Propiedades,BUI,BUI,BUI,Buín
390000000,10958,485679,LAF,MaríaInés/SanJosédelaEstrella,3,1.0,70.0,1211.0,,4911437,Aleida Lama Propiedades,LAF,LAF,LAF,La Florida
658415000,18500,819944,PEÑ,AlvaroCassanova/Grecia,4,4.0,180.0,789.0,2.0,7670121,Jorge Pablo Caro Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
284684410,7999,354526,SAN,Sebastopol/LeondelaBarra,4,3.0,176.0,348.0,,10637129,Tsi Property,SAN,SAN,SAN,Santiago
1067700000,30000,1329639,LAR,AlcaldeCastilloVelasco10726,6,6.0,400.0,620.0,8.0,7454789,Unne,LAR,LAR,LAR,La Reina
512496000,14400,638227,HUE,LosFresnos,5,5.0,234.0,426.0,2.0,9598722,Sucursal El Bosque Sur,HUE,HUE,HUE,Huechuraba
80000000,2248,99626,PUE,VentaCasa3DormitoriosPuenteAlto,3,1.0,72.0,72.0,1.0,11340417,Invierte Propiedades,PUE,PUE,PUE,Puente Alto
118000000,3316,146949,SAN,VillaChena,3,1.0,65.0,220.0,,8394658,Mi Llave,SAN,SAN,SAN,Santiago
180000000,5058,224159,IND,Longitudinal5/Longitudinal4,4,2.0,130.0,147.0,,10368086,Propiedades Centro Santiago SPA,IND,IND,IND,Independencia
140000000,3934,174346,CER,Propiedadde480m2enCerroNavia,12,,270.0,480.0,,7872366,Corretajes Prosal,CER,CER,CER,Cerrillos
105000000,2950,130760,CER,AvNuevaUnoYC59531/DipAngelfantuzzi,3,1.0,48.0,125.0,,8163479,Propiedades Centro Santiago SPA,CER,CER,CER,Cerrillos
943135000,26500,1174514,LAS,Increiblecasa/bajódeprecio/caminodelalgarrobo,4,3.0,380.0,1000.0,,6840105,Francisco Vial Propiedades,LAS,LAS,LAS,Las Condes
708241000,19900,881994,COL,AvenidaChicureoOrienteconPadreSergioCorrea,3,4.0,210.0,810.0,,7801608,Sucursal El Bosque Sur,COL,COL,COL,Colina
281161000,7900,350138,PAI,-33.83064651489258,5,3.0,250.0,350.0,6.0,9169672,Propiedades y Servicios en Concreto,PAI,PAI,PAI,Paine
220000000,6182,273973,PUE,LosCorraleros7510,3,2.0,120.0,490.0,2.0,10652996,Easyprop,PUE,PUE,PUE,Puente Alto
63350200,1780,78892,PUE,Villanocedal2,2,1.0,67.0,93.0,,8883705,Unne,PUE,PUE,PUE,Puente Alto
957371000,26900,1192243,SAN,Pionono,10,4.0,364.0,432.0,,6987603,Alto Andes,SAN,SAN,SAN,Santiago
925340000,26000,1152354,VIT,CandelariaGoyenechea,3,2.0,220.0,479.0,3.0,7871230,Unne,VIT,VIT,VIT,Vitacura
65000000,1826,80946,SAN,SanJuandeDiosYC60886/Av.PadreHurtado,5,1.0,90.0,95.0,,9379193,Propiedades Centro Santiago SPA,SAN,SAN,SAN,Santiago
149478000,4200,186149,LAF,Poniente,3,2.0,210.0,110.0,2.0,11331124,Armacima,LAF,LAF,LAF,La Florida
907545000,25500,1130193,LAS,PresidenteErrazuriz-GertrudisEcheñique,7,4.0,260.0,280.0,2.0,6526223,VALVAL,LAS,LAS,LAS,Las Condes
390000000,10958,485679,ÑUÑ,RositaRenard,4,3.0,131.0,212.0,,9180129,Unne,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
155000000,4355,193026,EST,Metroecuadoram-51841/avlibertadorbernadoohiggin´s,5,2.0,82.0,130.0,,5027375,Propiedades Centro Santiago SPA,EST,EST,EST,Estación Central
569440000,16000,709141,CAL,Av.Caleradetangoag/caminocatemito,5,4.0,280.0,5000.0,3.0,5112572,Propiedades Centro Santiago SPA,CAL,CAL,CAL,Calera de Tango
338105000,9500,421052,PRO,Tegualda/Italia,5,2.0,202.0,133.0,,11326291,Nexxos,PRO,PRO,PRO,Providencia
205000000,5760,255293,MAI,Maipu/ciudadsatelite,4,3.0,127.0,230.0,2.0,6328409,Propiedades Centro Santiago SPA,MAI,MAI,MAI,Maipú
283652300,7970,353241,PAD,LagunadelSol,3,3.0,267.0,134.0,2.0,8957944,Agente Inmobiliario,PAD,PAD,PAD,Padre Hurtado
560000000,15735,697385,SAN,AvenidaManuelAntonioMatta,1,1.0,722.0,355.0,,7701794,Armacima,SAN,SAN,SAN,Santiago
90000000,2529,112080,SAN,AvSantaRosa/AvSalvadorAllende,5,2.0,83.0,166.0,1.0,6939065,Propiedades Ricardo Vial y Cia. Ltda.,SAN,SAN,SAN,Santiago
270128100,7590,336399,HUE,ElSauce/PedroFontova,4,4.0,166.0,230.0,2.0,11333831,Unne,HUE,HUE,HUE,Huechuraba
1494780000,42000,1861494,COL,Avelvalle,5,5.0,252.0,5000.0,2.0,5326917,Vivaqui Propiedades,COL,COL,COL,Colina
163714000,4600,203878,QUI,Laalhambra,4,2.0,105.0,120.0,1.0,8908219,Corredores Independientes,QUI,QUI,QUI,Quinta Normal
430639000,12100,536288,TAL,CondominioLasPalmasDelOliveto,4,4.0,170.0,5000.0,2.0,8873881,Easyprop,TAL,TAL,TAL,Talagante
594353000,16700,740166,ELB,Granavenidajosémiguelcarrera/riquelme,4,1.0,129.0,1176.0,,8015125,Jaime Moris Propiedades (Providencia),ELB,ELB,ELB,El Bosque
117447000,3300,146260,LAC,Propiedaddematerialligero,4,1.0,92.0,250.0,2.0,9350581,Easyprop,LAC,LAC,LAC,La Cisterna
153037000,4300,190582,PUE,Avedeltrópico4625,3,2.0,70.0,188.0,3.0,10350831,Unne,PUE,PUE,PUE,Puente Alto
423521000,11900,527423,LAS,MartíndeZamora/VillaMaría/VerboDivino,3,2.0,110.0,200.0,,7102715,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
140000000,3934,174346,ÑUÑ,Casa2Pisosenexcelentesector.,3,2.0,114.0,88.0,,4026704,Corretajes Prosal,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
100000000,2810,124533,ELB,YC59727Av.Central/Larga,4,2.0,135.0,132.0,1.0,8319436,Propiedades Centro Santiago SPA,ELB,ELB,ELB,El Bosque
73000000,2051,90909,CER,Av.Lastorresag/elmirador,4,2.0,127.0,101.0,1.0,5901741,Propiedades Centro Santiago SPA,CER,CER,CER,Cerrillos
65000000,1826,80946,PUE,GetsamaniPoniente//AvEyzaguirre,3,1.0,52.0,110.0,,8871567,Unne,PUE,PUE,PUE,Puente Alto
455196100,12790,566869,COL,sagradoscorazones1000,4,4.0,160.0,460.0,2.0,11341505,Unne,COL,COL,COL,Colina
1590161200,44680,1980275,LOB,Avpaseopieandino/panoramicanorteysur,4,4.0,358.0,644.0,1.0,7057019,Propiedades Jose Fco. Montalva y Cía. Ltda.,LOB,LOB,LOB,Lo Barnechea
565881000,15900,704709,COL,Liray,3,3.0,210.0,5000.0,2.0,5883520,Unne,COL,COL,COL,Colina
175000000,4917,217933,HUE,CaminoAlBosquedeSantiago,4,4.0,150.0,270.0,3.0,5543641,Houm,HUE,HUE,HUE,Huechuraba
497548200,13980,619612,COL,avchamisero,3,3.0,170.0,400.0,2.0,11341528,Unne,COL,COL,COL,Colina
302515000,8500,376731,LAF,RojasMagallanes,5,4.0,140.0,304.0,2.0,8075370,Easyprop,LAF,LAF,LAF,La Florida
218000000,6125,271482,REC,Vera,4,2.0,200.0,260.0,,8415635,Schumacher Propiedades,REC,REC,REC,Recoleta
373695000,10500,465374,LAR,RubenDarioconIrarrazaval,3,2.0,145.0,428.0,3.0,8491890,Unne,LAR,LAR,LAR,La Reina
1160234000,32600,1444874,VIT,LoRecabarren,6,5.0,405.0,1000.0,6.0,9921601,Unne,VIT,VIT,VIT,Vitacura
169900000,4774,211582,SAN,Mattasur,5,2.0,162.0,175.0,,5344597,Nativo Propiedades,SAN,SAN,SAN,Santiago
125000000,3512,155666,PEÑ,Peñalolén,2,1.0,89.0,180.0,1.0,4886947,EK Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
103211000,2900,128532,LOB,caminocircunvalaciónsur,2,1.0,75.0,75.0,1.0,8931646,Corredores Independientes,LOB,LOB,LOB,Lo Barnechea
58000000,1630,72229,LAM,AlcaldeMarioRiquelme,2,1.0,42.0,70.0,1.0,8797169,Unne,LAM,LAM,LAM,Lampa
256248000,7200,319113,QUI,SanGumercindo/SantoDomingo,8,2.0,264.0,144.0,,7089653,Finhabit,QUI,QUI,QUI,Quinta Normal
90000000,2529,112080,PUE,Av.eyzaguirre/Lomasdelviento,3,2.0,75.0,84.0,1.0,6301728,Aleida Lama Propiedades,PUE,PUE,PUE,Puente Alto
185000000,5198,230386,MAI,IsabelRiquelme,4,2.0,98.0,110.0,2.0,8884569,Unne,MAI,MAI,MAI,Maipú
105000000,2950,130760,LAF,Avuno/cerroabanico/cerromoreno,3,1.0,89.0,158.0,1.0,10970895,Grupo Inovo,LAF,LAF,LAF,La Florida
189943830,5337,236543,SAN,GluckconIsabelRiquelme,4,2.0,109.0,252.0,3.0,8476799,Unne,SAN,SAN,SAN,Santiago
333691840,9376,415556,MAI,CasaMaipúcercanaaPlazaMaipú,7,3.0,138.0,450.0,2.0,8344189,Easyprop,MAI,MAI,MAI,Maipú
1174470000,33000,1462603,COL,CondominioLasBrisasdeChicureo/ElTigal,5,5.0,380.0,2800.0,,7938382,Propiedades Ricardo Vial y Cia. Ltda.,COL,COL,COL,Colina
56000000,1573,69738,COL,ClaudioArrau1,5,1.0,38.0,118.0,1.0,11326071,Grupo Premium Propiedades Santiago,COL,COL,COL,Colina
327428000,9200,407756,PEÑ,Consistorial/antupiren,4,3.0,120.0,200.0,1.0,8800339,Mauricio Pino Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
290000000,8148,361146,SAN,ElIngenio,3,3.0,1690.0,230.0,,7702181,Armacima,SAN,SAN,SAN,Santiago
106000000,2978,132005,LAC,LaCisterna,2,1.0,85.0,175.0,,9154979,Gescor Propiedades -Expertos Agentes Inmobiliarios,LAC,LAC,LAC,La Cisterna
480000000,13487,597758,LAS,LasVerbenas/Pinares,3,2.0,130.0,306.0,2.0,7656193,Vivaqui Propiedades,LAS,LAS,LAS,Las Condes
437401100,12290,544709,PEÑ,Elestero,5,4.0,160.0,280.0,2.0,8390768,Easyprop,PEÑ,PEÑ,PEÑ,Peñalolén
526732000,14800,655955,LAR,Helsby,3,3.0,155.0,360.0,2.0,7116376,Nativo Propiedades,LAR,LAR,LAR,La Reina
480465000,13500,598337,SAN,BarrioBrasil-Catredral-MetroSantaAna,14,7.0,540.0,540.0,,6179575,El Bosque Norte Ventas,SAN,SAN,SAN,Santiago
92534000,2600,115235,TAL,SectorLosCiruelos,4,1.0,78.0,100.0,2.0,10358265,Easyprop,TAL,TAL,TAL,Talagante
115000000,3231,143213,MAI,Ciudadsatelite,3,2.0,93.0,132.0,,9369274,Mi Llave,MAI,MAI,MAI,Maipú
233114500,6550,290304,SAN,SantiagoconSanIgnaciodeLoyola,4,3.0,202.0,332.0,,6487810,Schumacher Propiedades,SAN,SAN,SAN,Santiago
170476100,4790,212299,IND,Independencia/pablourzua,8,4.0,174.0,261.0,,7963690,Mauricio Pino Propiedades,IND,IND,IND,Independencia
650000000,18264,809465,SAN,Porvenir,4,2.0,,,,8380227,Easyprop,SAN,SAN,SAN,Santiago
165000000,4636,205479,PAD,PrimeraTransversalconelTrebol,2,1.0,70.0,250.0,,9359375,Unne,PAD,PAD,PAD,Padre Hurtado
637061000,17900,793351,ÑUÑ,Coventry/DiegodeAlmagro,6,3.0,190.0,588.0,1.0,8515876,Mauricio Pino Propiedades,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
380813000,10700,474238,COL,Oportunidadcasanueva!!!MaravillosavistaAltosdeLareservaChicureo,3,3.0,230.0,7900.0,4.0,10642012,Unne,COL,COL,COL,Colina
77000000,2164,95890,PUE,Notatocoo,4,2.0,75.0,112.0,1.0,6328789,Schumacher Propiedades,PUE,PUE,PUE,Puente Alto
540968000,15200,673684,COL,ChicureoPiedraRoja,3,3.0,190.0,705.0,3.0,9440849,Easyprop,COL,COL,COL,Colina
158375500,4450,197230,PEÑ,Valledelsol,3,2.0,100.0,269.0,2.0,8899314,Easyprop,PEÑ,PEÑ,PEÑ,Peñalolén
180000000,5058,224159,EST,CasaantiguaenEstaciónCentral,6,1.0,100.0,294.0,,6332280,Liberona Rodríguez,EST,EST,EST,Estación Central
451993000,12700,562880,BUI,Romero/JoséJoaquínPrieto,5,2.0,210.0,600.0,,9198039,Procasa Adrián Ulloa Propiedades,BUI,BUI,BUI,Buín
64062000,1800,79778,SAN,Lavara,3,1.0,69.0,90.0,2.0,8152846,Unne,SAN,SAN,SAN,Santiago
366577000,10300,456509,LAS,Isabellacatolica,2,2.0,81.0,161.0,2.0,10364220,Nativo Propiedades,LAS,LAS,LAS,Las Condes
130000000,3653,161893,LAF,LienturWMartinezPjeCerrado,3,2.0,70.0,187.0,,11332437,Nexxos,LAF,LAF,LAF,La Florida
42000000,1180,52304,COL,VillaClaudioArrau,2,1.0,69.0,60.0,,11326062,Grupo Premium Propiedades Santiago,COL,COL,COL,Colina
113888000,3200,141828,LAF,marcelapaz3443,5,2.0,96.0,92.0,1.0,7640791,Unne,LAF,LAF,LAF,La Florida
284720000,8000,354570,PRO,ManuelMontt-Sucre,5,2.0,137.0,204.0,,7151918,Unne,PRO,PRO,PRO,Providencia
62500000,1756,77833,PUD,CalleLebreles,2,1.0,44.0,58.0,,8732798,Unne,PUD,PUD,PUD,Pudahuel
314046160,8824,391091,PEÑ,QuebradadeMacul-BosquesNativas,5,3.0,140.0,250.0,,6411260,Unne,PEÑ,PEÑ,PEÑ,Peñalolén
65000000,1826,80946,PUE,Casa2PisosenCasasViejas,2,1.0,51.0,90.0,,8835280,Corretajes Prosal,PUE,PUE,PUE,Puente Alto
156880720,4408,195368,LAF,Tobalabacondepartamental,4,2.0,337.0,337.0,4.0,9432076,Nathaly Propiedades,LAF,LAF,LAF,La Florida
62000000,1742,77210,IND,IndependenciahipódromodeChile,2,1.0,42.0,42.0,,8178479,Easyprop,IND,IND,IND,Independencia
1459190000,41000,1817173,LAS,Engolf/colegioverbodivino,5,4.0,220.0,806.0,5.0,5305521,Propiedades Ricardo Vial y Cia. Ltda.,LAS,LAS,LAS,Las Condes
70000000,1967,87173,PEÑ,Elvalle/zulia,4,1.0,,,,9850488,Procasa Adrián Ulloa Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
235000000,6603,292653,PUE,LaparroquiaconBrisasdelMaipo,6,4.0,208.0,985.0,6.0,9091646,Easyprop,PUE,PUE,PUE,Puente Alto
195745000,5500,243767,BUI,Ruta5sur3020,2,3.0,75.0,199.0,1.0,8860269,Unne,BUI,BUI,BUI,Buín
480000000,13487,597758,ÑUÑ,IrarrázavalJuanMoyaDubléAlmeyda,4,2.0,150.0,200.0,2.0,9850367,Unne,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
120000000,3372,149440,MAI,LasNaciones/CamARinconada,3,2.0,98.0,197.0,3.0,7624266,Luz Godoy Propiedades,MAI,MAI,MAI,Maipú
640264100,17990,797340,VIT,Samotracia,4,4.0,165.0,230.0,2.0,10381717,Unne,VIT,VIT,VIT,Vitacura
526732000,14800,655955,LAR,Av.Echeñique/MonseñorEdward,4,3.0,177.0,600.0,6.0,8812945,Unne,LAR,LAR,LAR,La Reina
462670000,13000,576177,ÑUÑ,Ortuzar/Av.Irarrazabal,3,2.0,201.0,411.0,3.0,7584187,Unne,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
80000000,2248,99626,EST,Casade1PisoenVillaFrancia,4,1.0,76.0,190.0,,10646102,Corretajes Prosal,EST,EST,EST,Estación Central
533850000,15000,664819,COL,Av.Chamisero/DeLosSagradosCorazones,5,5.0,173.0,440.0,2.0,8145709,Procasa Adrián Ulloa Propiedades,COL,COL,COL,Colina
52000000,1461,64757,PAD,CalleQuitoconpasajeSanPablo,1,1.0,25.0,100.0,,7928606,Unne,PAD,PAD,PAD,Padre Hurtado
515343200,14480,641772,LOB,Elarrayan,4,3.0,217.0,1611.0,5.0,9571329,Easyprop,LOB,LOB,LOB,Lo Barnechea
775862000,21800,966204,PRO,Eliecerparada/jorgematte,8,6.0,330.0,721.0,,3937944,Propiedades Jose Fco. Montalva y Cía. Ltda.,PRO,PRO,PRO,Providencia
242723800,6820,302271,IND,Metroplazachacabuco/guanaco,7,6.0,298.0,350.0,2.0,6672890,Jaime Moris Propiedades (Providencia),IND,IND,IND,Independencia
489362500,13750,609418,LAS,MartíndeZamora/Vaticano,4,3.0,144.0,200.0,,10112879,Propiedades Ricardo Vial y Cia. Ltda.,LAS,LAS,LAS,Las Condes
155500000,4369,193649,ELB,Granav.Lomartinez,5,2.0,140.0,280.0,4.0,9156352,Mi Llave,ELB,ELB,ELB,El Bosque
220658000,6200,274792,SAN,DelManantial/LasPircas,3,3.0,97.0,97.0,2.0,7963625,Jorge Pablo Caro Propiedades,SAN,SAN,SAN,Santiago
56500000,1588,70361,PUE,IslaCanariaag/ElPanel,3,1.0,85.0,85.0,,5897002,Propiedades Centro Santiago SPA,PUE,PUE,PUE,Puente Alto
177950000,5000,221606,LAM,./.,3,3.0,114.0,160.0,1.0,9850497,Procasa Adrián Ulloa Propiedades,LAM,LAM,LAM,Lampa
185000000,5198,230386,SAN,Metropedreros/brasilia/varasmena,2,1.0,60.0,160.0,,11325288,Jaime Moris Propiedades (Providencia),SAN,SAN,SAN,Santiago
53000000,1489,66002,ELB,Av.LoBlanco/SanFrancisco,2,1.0,72.0,80.0,,9434437,Procasa Adrián Ulloa Propiedades,ELB,ELB,ELB,El Bosque
992961000,27900,1236564,VIT,WalterMüller,6,5.0,450.0,715.0,3.0,9890784,Unne,VIT,VIT,VIT,Vitacura
601471000,16900,749030,SAN,chicureo,4,4.0,210.0,595.0,,10658043,Markmann & Asociados,SAN,SAN,SAN,Santiago
1569519000,44100,1954569,HUE,Avpaseopieandino/panoramicanorteysur,4,4.0,358.0,591.0,1.0,7057009,Propiedades Jose Fco. Montalva y Cía. Ltda.,HUE,HUE,HUE,Huechuraba
74739000,2100,93075,TAL,HospitalTalagante,2,1.0,50.0,100.0,1.0,10973270,Vivanco Propiedades,TAL,TAL,TAL,Talagante
65000000,1826,80946,SAN,Villaanguita,4,2.0,43.0,63.0,,10364076,Movahome Corredores Integrados,SAN,SAN,SAN,Santiago
105000000,2950,130760,LAG,Av.AmericoVespucioYC59571/Coronel,3,2.0,74.0,200.0,,8198878,Propiedades Centro Santiago SPA,LAG,LAG,LAG,La Granja
1032110000,29000,1285318,LAS,Caminootoñal1600,6,8.0,413.0,1400.0,6.0,8931297,,LAS,LAS,LAS,Las Condes
49000000,1377,61021,PAD,Lossilos,2,1.0,50.0,70.0,,7225271,Unne,PAD,PAD,PAD,Padre Hurtado
747390000,21000,930747,PRO,Miguelclaro1500,5,4.0,580.0,580.0,,8569260,Easyprop,PRO,PRO,PRO,Providencia
85000000,2388,105853,QUI,QuintaNormal,2,1.0,60.0,120.0,,7961627,Difusion Propiedades,QUI,QUI,QUI,Quinta Normal
1352420000,38000,1684209,LAR,Lareina,8,4.0,270.0,1150.0,6.0,8327558,Kasalu Propiedades,LAR,LAR,LAR,La Reina
341308100,9590,425041,ÑUÑ,MetroÑuñoa/PedrodeValdivia,7,5.0,300.0,576.0,3.0,1796413,Propiedades Ricardo Vial y Cia. Ltda.,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
40000000,1124,49813,ELB,Casade1PisoenElBosque,2,1.0,35.0,100.0,,4082561,Corretajes Prosal,ELB,ELB,ELB,El Bosque
164425800,4620,204764,LAM,Lampa,3,3.0,115.0,160.0,2.0,11338684,Agente Propiedades,LAM,LAM,LAM,Lampa
70000000,1967,87173,LAP,EnriqueBunster/FranciscoBilbao,6,6.0,137.0,137.0,,9434451,Procasa Adrián Ulloa Propiedades,LAP,LAP,LAP,La Pintana
749000000,21045,932752,REC,PatriaVieja//Av.elSalto,5,2.0,177.0,876.0,6.0,8869554,Unne,REC,REC,REC,Recoleta
64000000,1798,79701,SAN,GeneralUrrutia/LasGuaitecas,2,1.0,72.0,125.0,,9156543,Propiedades Centro Santiago SPA,SAN,SAN,SAN,Santiago
74500000,2093,92777,SAN,PadreHurtadoValleNevada,3,1.0,60.0,115.0,1.0,10367385,Mi Llave,SAN,SAN,SAN,Santiago
75000000,2107,93400,COL,Esmeraldaag/Aconcagua,3,2.0,75.0,95.0,1.0,6022837,Propiedades Centro Santiago SPA,COL,COL,COL,Colina
637061000,17900,793351,LAR,Hermosacasafamiliarensectorprivilegiadodelareinaalta,5,4.0,157.0,350.0,2.0,8157618,Easyprop,LAR,LAR,LAR,La Reina
1014315000,28500,1263157,LOB,CaminoelHuinganal,4,3.0,257.0,257.0,3.0,9363754,Mujer Inmobiliaria,LOB,LOB,LOB,Lo Barnechea
327428000,9200,407756,ÑUÑ,Calleamapolas,4,2.0,92.0,178.0,2.0,8558638,Easyprop,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
45000000,1264,56040,PUE,Casa2PisosenVillaLosEvangelistas,3,1.0,50.0,67.0,,7260782,Corretajes Prosal,PUE,PUE,PUE,Puente Alto
195000000,5479,242839,LAG,Avenidaloovalle,3,2.0,100.0,286.0,,8851958,Foix Realty 100,LAG,LAG,LAG,La Granja
492921500,13850,613850,PRO,Plazalaslilas,4,2.0,136.0,200.0,1.0,8926724,VALVAL,PRO,PRO,PRO,Providencia
386151500,10850,480886,PEÑ,Casade5d+3b+serviciocompleto+piscina,5,3.0,150.0,147.0,,10357478,Corredorpro Spa,PEÑ,PEÑ,PEÑ,Peñalolén
338105000,9500,421052,LAS,Oportunidad!!!manquehue,4,2.0,114.0,240.0,1.0,7933568,Nativo Propiedades,LAS,LAS,LAS,Las Condes
85416000,2400,106371,PUE,Casa2piso,3,2.0,85.0,85.0,,10965489,,PUE,PUE,PUE,Puente Alto
587199410,16499,731257,VIT,Padrehurtadonorte,3,2.0,145.0,263.0,2.0,8642866,Foix Realty 100,VIT,VIT,VIT,Vitacura
154500000,4341,192403,SAN,Lossuspirosconalmiranterivero,5,3.0,120.0,160.0,1.0,8674142,Mi Llave,SAN,SAN,SAN,Santiago
168055980,4722,209285,PUD,sanDanielpudahuel,5,2.0,77.0,162.0,,11326085,Grupo Premium Propiedades Santiago,PUD,PUD,PUD,Pudahuel
68000000,1911,84682,LAM,SeVendeCasaensectorLarapintoenLampa,3,1.0,,,1.0,11337403,Mi Llave,LAM,LAM,LAM,Lampa
409600000,11509,510087,LAR,Rubendarionorteag/av.Larrin,3,2.0,144.0,427.0,1.0,8749556,Propiedades Centro Santiago SPA,LAR,LAR,LAR,La Reina
180000000,5058,224159,LOP,SanFranciscoAG/Lasmadreselva,7,6.0,300.0,300.0,1.0,9624815,Propiedades Centro Santiago SPA,LOP,LOP,LOP,Lo Prado
78000000,2192,97136,LAP,santaconsuelo,3,2.0,89.0,97.0,3.0,9858509,Unne,LAP,LAP,LAP,La Pintana
76162600,2140,94848,MEL,Casaenmelipilla,5,1.0,80.0,100.0,1.0,10355895,Movahome Corredores Integrados,MEL,MEL,MEL,Melipilla
181509000,5100,226039,PUE,MetroLasMercedes,3,3.0,129.0,138.0,2.0,11325923,Grupo Premium Propiedades Santiago,PUE,PUE,PUE,Puente Alto
170000000,4777,211706,IND,Recabarren/Huidobro,3,1.0,110.0,413.0,,10976794,Propiedades Centro Santiago SPA,IND,IND,IND,Independencia
818570000,23000,1019390,LAR,Carlossilvavildosola,4,3.0,220.0,1020.0,,5346559,Nativo Propiedades,LAR,LAR,LAR,La Reina
284720000,8000,354570,LAF,SanJosedelaEstrellaYC57669/LasVioletas,4,2.0,145.0,450.0,,6853904,Propiedades Centro Santiago SPA,LAF,LAF,LAF,La Florida
250375650,7035,311800,COL,ElMolino170casa48CondominioElRodeo,3,2.0,107.0,344.0,,9591335,Vivaqui Propiedades,COL,COL,COL,Colina
117447000,3300,146260,LAF,LaFlorida,2,2.0,84.0,171.0,,10972180,Agente Propiedades,LAF,LAF,LAF,La Florida
119990000,3371,149427,REN,AvenidaCondell,3,1.0,150.0,100.0,3.0,8306438,Agente Inmobiliario,REN,REN,REN,Renca
259990000,7305,323773,MAI,JuanSebastiánBach,4,3.0,185.0,149.0,2.0,10636838,Agente Inmobiliario,MAI,MAI,MAI,Maipú
90000000,2529,112080,SAN,República&Toesca,3,3.0,115.0,69.0,,8151234,,SAN,SAN,SAN,Santiago
80990000,2276,100859,PUE,Taquimetro,4,1.0,72.0,52.0,1.0,7652643,Agente Inmobiliario,PUE,PUE,PUE,Puente Alto
610368500,17150,760110,LAS,LasCondes,4,3.0,146.0,375.0,3.0,11338701,Agente Propiedades,LAS,LAS,LAS,Las Condes
121006000,3400,150692,LAF,Casade1pisode4d+2bygranpatio+3estc.Cercaaav.Dep,4,2.0,122.0,176.0,,10094470,Corredorpro Spa,LAF,LAF,LAF,La Florida
569440000,16000,709141,LAS,ConstancioVigilconEstebanDellOrto,5,3.0,250.0,570.0,3.0,3020452,Alto Andes,LAS,LAS,LAS,Las Condes
165849400,4660,206537,BUI,OrlandoOlguin136,3,2.0,80.0,173.0,3.0,9606998,Easyprop,BUI,BUI,BUI,Buín
380000000,10677,473225,MAI,MallAraucoMaipú,5,3.0,208.0,235.0,,5556606,Unne,MAI,MAI,MAI,Maipú
300000000,8429,373599,SAN,EnriqueMatteconSanIgnacio,4,2.0,150.0,192.0,3.0,9562355,Unne,SAN,SAN,SAN,Santiago
889394100,24990,1107589,LAS,Latadia/Juanpalau,10,3.0,330.0,860.0,,6088481,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
199900000,5617,248941,QUI,TteBergmann,2,1.0,,500.0,,9061613,,QUI,QUI,QUI,Quinta Normal
88000000,2473,109589,PUE,bahiacatalina,3,1.0,55.0,130.0,3.0,10637554,Mi Llave,PUE,PUE,PUE,Puente Alto
173323300,4870,215845,SAN,Portugal/Victoria,6,1.0,130.0,124.0,,5373249,Vivaqui Propiedades,SAN,SAN,SAN,Santiago
220000000,6182,273973,PUD,Casa2PisosenLomasdeLoAguirre,4,2.0,140.0,824.0,,4973735,Corretajes Prosal,PUD,PUD,PUD,Pudahuel
854160000,24000,1063711,VIT,SportFrances,5,4.0,147.0,465.0,5.0,9148444,Unne,VIT,VIT,VIT,Vitacura
79000000,2220,98381,LAM,YC59989Chagual/MaticoSur,2,1.0,60.0,132.0,,8544602,Propiedades Centro Santiago SPA,LAM,LAM,LAM,Lampa
105000000,2950,130760,PUD,VentaCasa3DormitoriosPudahuel,3,2.0,78.0,105.0,1.0,10659928,Invierte Propiedades,PUD,PUD,PUD,Pudahuel
650000000,18264,809465,LAR,Carlosossandon/principedegales,8,4.0,180.0,512.0,5.0,9845849,Mauricio Pino Propiedades,LAR,LAR,LAR,La Reina
240000000,6743,298879,SAN,Clubhípico,4,2.0,200.0,225.0,,7937679,Unne,SAN,SAN,SAN,Santiago
139512800,3920,173739,PUE,RíoToltén4970,3,2.0,81.0,178.0,1.0,11677399,,PUE,PUE,PUE,Puente Alto
